Source,RA,Dec,Paper,LCType,YSO_Class
NEOWISE_NS_3799,245.764466,-50.768199,Neha_Sharma,NV,ClassII
NEOWISE_NS_3800,311.075419,41.613982,Neha_Sharma,Irregular,ClassI
NEOWISE_NS_3801,271.421222,-21.731468,Neha_Sharma,NV,ClassII
NEOWISE_NS_3802,190.135536,-63.557172,Neha_Sharma,NV,ClassII
NEOWISE_NS_3803,134.355497,-43.398027,Neha_Sharma,NV,ClassII
NEOWISE_NS_3804,289.814696,15.398956,Neha_Sharma,Irregular,ClassI
NEOWISE_NS_3805,306.278363,40.22642,Neha_Sharma,NV,ClassII
NEOWISE_NS_3806,155.313244,-57.234118,Neha_Sharma,NV,ClassII
NEOWISE_NS_3807,219.860796,-60.124549,Neha_Sharma,NV,ClassII
NEOWISE_NS_3808,134.669187,-47.606593,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_3809,245.14694,-50.565417,Neha_Sharma,NV,ClassI
NEOWISE_NS_3810,214.982471,-60.784714,Neha_Sharma,Curved,ClassII
NEOWISE_NS_3811,160.325932,-60.151984,Neha_Sharma,NV,ClassII
NEOWISE_NS_3812,271.997019,-20.889896,Neha_Sharma,NV,ClassII
NEOWISE_NS_3813,273.219003,-18.171545,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_3814,135.601786,-47.764913,Neha_Sharma,Drop,ClassII
NEOWISE_NS_3815,165.108882,-61.008309,Neha_Sharma,NV,ClassI
NEOWISE_NS_3816,260.630219,-38.740804,Neha_Sharma,NV,ClassII
NEOWISE_NS_3817,195.881288,-63.53716,Neha_Sharma,NV,FS
NEOWISE_NS_3818,255.255277,-43.014309,Neha_Sharma,NV,ClassII
NEOWISE_NS_3819,267.195044,-27.692726,Neha_Sharma,NV,ClassII
NEOWISE_NS_3820,310.159041,40.963198,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_3821,305.700079,39.916296,Neha_Sharma,NV,ClassII
NEOWISE_NS_3822,234.055122,-56.258199,Neha_Sharma,NV,ClassI
NEOWISE_NS_3823,131.777598,-43.731605,Neha_Sharma,Irregular,FS
NEOWISE_NS_3824,259.38939,-36.227948,Neha_Sharma,Irregular,FS
NEOWISE_NS_3825,175.446491,-61.823538,Neha_Sharma,Irregular,FS
NEOWISE_NS_3826,238.544226,-53.531348,Neha_Sharma,Irregular,ClassI
NEOWISE_NS_3827,305.257608,37.432008,Neha_Sharma,NV,ClassII
NEOWISE_NS_3828,309.975259,42.014297,Neha_Sharma,Irregular,ClassI
NEOWISE_NS_3829,284.620209,3.47556,Neha_Sharma,Curved,ClassII
NEOWISE_NS_3830,132.175465,-42.684597,Neha_Sharma,NV,ClassII
NEOWISE_NS_3831,143.170406,-51.253624,Neha_Sharma,NV,ClassII
NEOWISE_NS_3832,271.776909,-19.980157,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_3833,272.691226,-20.922569,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_3834,282.220543,-1.712457,Neha_Sharma,NV,ClassIII
NEOWISE_NS_3835,152.459627,-56.959316,Neha_Sharma,NV,ClassII
NEOWISE_NS_3836,283.144238,2.510764,Neha_Sharma,NV,ClassII
NEOWISE_NS_3837,269.956974,-24.57776,Neha_Sharma,NV,ClassII
NEOWISE_NS_3838,151.026575,-56.945988,Neha_Sharma,NV,ClassIII
NEOWISE_NS_3839,336.78061,57.97514,Neha_Sharma,NV,FS
NEOWISE_NS_3840,307.33387,40.484574,Neha_Sharma,NV,ClassII
NEOWISE_NS_3841,149.786083,-56.820127,Neha_Sharma,NV,ClassI
NEOWISE_NS_3842,275.722963,-14.241208,Neha_Sharma,NV,ClassII
NEOWISE_NS_3843,232.984015,-56.63449,Neha_Sharma,NV,ClassII
NEOWISE_NS_3844,338.983503,59.560969,Neha_Sharma,NV,ClassII
NEOWISE_NS_3845,129.59551,-41.041714,Neha_Sharma,Periodic,ClassII
NEOWISE_NS_3846,290.562484,16.100171,Neha_Sharma,NV,ClassIII
NEOWISE_NS_3847,258.640292,-41.668242,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_3848,306.213795,38.412737,Neha_Sharma,NV,FS
NEOWISE_NS_3849,193.271722,-63.725972,Neha_Sharma,NV,ClassII
NEOWISE_NS_3850,272.760909,-20.822682,Neha_Sharma,Curved,ClassII
NEOWISE_NS_3851,155.124691,-57.901703,Neha_Sharma,NV,ClassII
NEOWISE_NS_3852,309.963868,41.931137,Neha_Sharma,NV,ClassII
NEOWISE_NS_3853,148.459099,-55.761428,Neha_Sharma,NV,ClassII
NEOWISE_NS_3854,136.878706,-46.867167,Neha_Sharma,NV,FS
NEOWISE_NS_3855,258.71675,-37.997955,Neha_Sharma,NV,ClassII
NEOWISE_NS_3856,197.140662,-62.282235,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_3857,284.972248,3.932637,Neha_Sharma,NV,FS
NEOWISE_NS_3858,295.84533,23.442268,Neha_Sharma,NV,ClassII
NEOWISE_NS_3859,155.680269,-57.434797,Neha_Sharma,NV,ClassII
NEOWISE_NS_3860,257.032147,-42.688746,Neha_Sharma,Irregular,FS
NEOWISE_NS_3861,133.713774,-46.405263,Neha_Sharma,NV,ClassI
NEOWISE_NS_3862,309.935298,41.26835,Neha_Sharma,NV,ClassII
NEOWISE_NS_3863,307.315312,41.989003,Neha_Sharma,NV,ClassIII
NEOWISE_NS_3864,281.999506,-2.289759,Neha_Sharma,NV,ClassII
NEOWISE_NS_3865,268.161013,-26.927823,Neha_Sharma,NV,FS
NEOWISE_NS_3866,271.65141,-21.602605,Neha_Sharma,Irregular,FS
NEOWISE_NS_3867,188.666726,-61.881696,Neha_Sharma,NV,ClassII
NEOWISE_NS_3868,262.073419,-35.646271,Neha_Sharma,Irregular,FS
NEOWISE_NS_3869,274.925159,-16.694977,Neha_Sharma,NV,ClassII
NEOWISE_NS_3870,208.975961,-62.559329,Neha_Sharma,Irregular,ClassIII
NEOWISE_NS_3871,188.67256,-62.120371,Neha_Sharma,NV,ClassII
NEOWISE_NS_3872,134.994394,-44.017276,Neha_Sharma,NV,ClassII
NEOWISE_NS_3873,254.186724,-40.552886,Neha_Sharma,NV,ClassII
NEOWISE_NS_3874,291.072061,14.653863,Neha_Sharma,NV,ClassII
NEOWISE_NS_3875,134.962631,-44.026174,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_3876,183.020882,-61.810661,Neha_Sharma,NV,ClassII
NEOWISE_NS_3877,309.383372,39.65607,Neha_Sharma,NV,ClassII
NEOWISE_NS_3878,131.146377,-41.463556,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_3879,134.756659,-43.594603,Neha_Sharma,Burst,ClassII
NEOWISE_NS_3880,309.277561,41.086724,Neha_Sharma,Linear,ClassIII
NEOWISE_NS_3881,304.06861,41.931161,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_3882,308.613092,42.23148,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_3883,332.952704,58.360895,Neha_Sharma,NV,ClassII
NEOWISE_NS_3884,237.980706,-54.550398,Neha_Sharma,NV,ClassII
NEOWISE_NS_3885,161.065645,-60.04869,Neha_Sharma,NV,ClassII
NEOWISE_NS_3886,135.883789,-47.86612,Neha_Sharma,NV,ClassI
NEOWISE_NS_3887,273.522275,-18.075512,Neha_Sharma,NV,ClassII
NEOWISE_NS_3888,275.553716,-13.448059,Neha_Sharma,Irregular,FS
NEOWISE_NS_3889,290.98208,14.825649,Neha_Sharma,NV,ClassII
NEOWISE_NS_3890,137.636382,-47.783852,Neha_Sharma,NV,FS
NEOWISE_NS_3891,227.322816,-59.351505,Neha_Sharma,Linear,ClassII
NEOWISE_NS_3892,174.349995,-63.040751,Neha_Sharma,NV,ClassII
NEOWISE_NS_3893,287.656758,8.163786,Neha_Sharma,NV,ClassI
NEOWISE_NS_3894,271.656238,-23.604631,Neha_Sharma,NV,ClassII
NEOWISE_NS_3895,193.850579,-63.809255,Neha_Sharma,NV,ClassI
NEOWISE_NS_3896,304.957879,39.173345,Neha_Sharma,NV,ClassII
NEOWISE_NS_3897,246.379746,-47.447726,Neha_Sharma,NV,ClassII
NEOWISE_NS_3898,281.934327,-3.547982,Neha_Sharma,NV,ClassI
NEOWISE_NS_3899,227.951089,-59.077416,Neha_Sharma,NV,ClassII
NEOWISE_NS_3900,281.661479,-1.52892,Neha_Sharma,NV,ClassI
NEOWISE_NS_3901,217.137594,-60.442681,Neha_Sharma,Irregular,FS
NEOWISE_NS_3902,228.579037,-58.43324,Neha_Sharma,NV,ClassII
NEOWISE_NS_3903,149.71727,-56.526292,Neha_Sharma,NV,ClassII
NEOWISE_NS_3904,311.100964,41.374447,Neha_Sharma,NV,ClassII
NEOWISE_NS_3905,186.427118,-62.967768,Neha_Sharma,NV,ClassII
NEOWISE_NS_3906,258.208552,-40.000931,Neha_Sharma,NV,ClassII
NEOWISE_NS_3907,295.896201,23.890083,Neha_Sharma,NV,FS
NEOWISE_NS_3908,130.399847,-40.580373,Neha_Sharma,NV,ClassII
NEOWISE_NS_3909,281.040519,-3.369576,Neha_Sharma,NV,FS
NEOWISE_NS_3910,227.635673,-58.63613,Neha_Sharma,Periodic,ClassII
NEOWISE_NS_3911,255.050804,-39.457836,Neha_Sharma,NV,ClassII
NEOWISE_NS_3912,287.82719,9.223546,Neha_Sharma,NV,ClassIII
NEOWISE_NS_3913,266.252495,-28.842972,Neha_Sharma,NV,FS
NEOWISE_NS_3914,163.542807,-60.087355,Neha_Sharma,NV,ClassII
NEOWISE_NS_3915,181.545465,-62.796802,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_3916,289.634272,12.944424,Neha_Sharma,NV,ClassII
NEOWISE_NS_3917,342.519737,59.776902,Neha_Sharma,NV,ClassII
NEOWISE_NS_3918,207.889354,-61.573863,Neha_Sharma,Irregular,FS
NEOWISE_NS_3919,259.946148,-39.012521,Neha_Sharma,NV,ClassII
NEOWISE_NS_3920,275.880245,-15.230982,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_3921,196.8887,-62.033317,Neha_Sharma,NV,FS
NEOWISE_NS_3922,308.556293,40.78901,Neha_Sharma,NV,ClassII
NEOWISE_NS_3923,266.809842,-32.35675,Neha_Sharma,NV,ClassII
NEOWISE_NS_3924,245.978844,-49.59722,Neha_Sharma,NV,ClassI
NEOWISE_NS_3925,308.020473,40.104825,Neha_Sharma,NV,FS
NEOWISE_NS_3926,133.859211,-46.160965,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_3927,274.116694,-17.133789,Neha_Sharma,NV,ClassII
NEOWISE_NS_3928,131.266448,-41.236932,Neha_Sharma,NV,ClassII
NEOWISE_NS_3929,233.787896,-55.526312,Neha_Sharma,Irregular,ClassIII
NEOWISE_NS_3930,232.573113,-56.625033,Neha_Sharma,NV,ClassII
NEOWISE_NS_3931,151.373045,-56.881397,Neha_Sharma,NV,FS
NEOWISE_NS_3932,175.713176,-62.295992,Neha_Sharma,NV,ClassII
NEOWISE_NS_3933,306.42763,39.438899,Neha_Sharma,Irregular,FS
NEOWISE_NS_3934,188.029068,-62.68564,Neha_Sharma,NV,ClassII
NEOWISE_NS_3935,134.756907,-47.006298,Neha_Sharma,NV,ClassII
NEOWISE_NS_3936,271.924074,-22.987844,Neha_Sharma,Periodic,ClassII
NEOWISE_NS_3937,259.325868,-39.081356,Neha_Sharma,NV,ClassII
NEOWISE_NS_3938,304.727254,41.653747,Neha_Sharma,NV,ClassII
NEOWISE_NS_3939,291.035773,17.23037,Neha_Sharma,NV,ClassII
NEOWISE_NS_3940,304.359386,41.990206,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_3941,270.454668,-29.962852,Neha_Sharma,NV,ClassII
NEOWISE_NS_3942,255.373673,-39.879687,Neha_Sharma,NV,ClassII
NEOWISE_NS_3943,233.486762,-56.47481,Neha_Sharma,NV,ClassII
NEOWISE_NS_3944,151.412442,-57.245688,Neha_Sharma,Irregular,ClassI
NEOWISE_NS_3945,131.997562,-43.653474,Neha_Sharma,NV,ClassII
NEOWISE_NS_3946,280.161428,-7.735445,Neha_Sharma,NV,ClassII
NEOWISE_NS_3947,254.139171,-40.545044,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_3948,282.549969,-1.300567,Neha_Sharma,NV,FS
NEOWISE_NS_3949,242.165402,-51.101471,Neha_Sharma,NV,ClassI
NEOWISE_NS_3950,259.569336,-35.858838,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_3951,285.649758,4.764898,Neha_Sharma,Irregular,ClassIII
NEOWISE_NS_3952,253.708439,-44.377191,Neha_Sharma,NV,ClassII
NEOWISE_NS_3953,294.913912,21.44027,Neha_Sharma,NV,ClassI
NEOWISE_NS_3954,308.447412,40.096773,Neha_Sharma,NV,FS
NEOWISE_NS_3955,308.358965,41.588073,Neha_Sharma,NV,ClassIII
NEOWISE_NS_3956,307.950571,40.419322,Neha_Sharma,NV,ClassII
NEOWISE_NS_3957,295.941072,23.352966,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_3958,219.916584,-60.547734,Neha_Sharma,NV,FS
NEOWISE_NS_3959,151.634734,-56.286488,Neha_Sharma,NV,ClassII
NEOWISE_NS_3960,306.084779,38.96297,Neha_Sharma,NV,ClassIII
NEOWISE_NS_3961,134.557956,-46.821246,Neha_Sharma,NV,ClassII
NEOWISE_NS_3962,131.591823,-43.851185,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_3963,135.872329,-48.754855,Neha_Sharma,NV,FS
NEOWISE_NS_3964,273.661285,-17.783975,Neha_Sharma,NV,FS
NEOWISE_NS_3965,188.872121,-63.035971,Neha_Sharma,NV,ClassII
NEOWISE_NS_3966,130.187293,-41.033278,Neha_Sharma,NV,ClassI
NEOWISE_NS_3967,133.245588,-44.541998,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_3968,305.946081,37.272392,Neha_Sharma,NV,ClassIII
NEOWISE_NS_3969,259.564358,-36.530288,Neha_Sharma,NV,ClassII
NEOWISE_NS_3970,260.429733,-36.511518,Neha_Sharma,NV,FS
NEOWISE_NS_3971,244.794406,-50.329873,Neha_Sharma,NV,ClassII
NEOWISE_NS_3972,129.680511,-39.681584,Neha_Sharma,NV,FS
NEOWISE_NS_3973,244.187227,-49.619377,Neha_Sharma,NV,ClassII
NEOWISE_NS_3974,132.44807,-43.626575,Neha_Sharma,NV,ClassII
NEOWISE_NS_3975,191.650243,-61.964051,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_3976,238.927918,-54.747564,Neha_Sharma,NV,ClassIII
NEOWISE_NS_3977,307.455103,40.415796,Neha_Sharma,NV,ClassII
NEOWISE_NS_3978,306.563974,39.792974,Neha_Sharma,NV,ClassII
NEOWISE_NS_3979,291.582781,15.762244,Neha_Sharma,NV,ClassII
NEOWISE_NS_3980,307.546515,38.120964,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_3981,221.682735,-59.054493,Neha_Sharma,Burst,ClassII
NEOWISE_NS_3982,309.951789,41.244964,Neha_Sharma,NV,ClassII
NEOWISE_NS_3983,130.737703,-40.554817,Neha_Sharma,NV,ClassIII
NEOWISE_NS_3984,341.846084,59.329782,Neha_Sharma,Linear,ClassII
NEOWISE_NS_3985,307.236274,40.463097,Neha_Sharma,NV,ClassII
NEOWISE_NS_3986,165.38008,-61.252454,Neha_Sharma,NV,ClassII
NEOWISE_NS_3987,306.778875,40.265312,Neha_Sharma,NV,ClassII
NEOWISE_NS_3988,277.267691,-4.91017,Neha_Sharma,NV,ClassII
NEOWISE_NS_3989,335.690854,60.75967,Neha_Sharma,NV,ClassI
NEOWISE_NS_3990,195.112939,-62.665456,Neha_Sharma,Curved,ClassII
NEOWISE_NS_3991,150.690992,-56.52501,Neha_Sharma,NV,ClassII
NEOWISE_NS_3992,260.05099,-37.192728,Neha_Sharma,Irregular,FS
NEOWISE_NS_3993,203.755624,-63.295941,Neha_Sharma,NV,ClassII
NEOWISE_NS_3994,261.023318,-36.840077,Neha_Sharma,Irregular,ClassI
NEOWISE_NS_3995,308.756925,39.413703,Neha_Sharma,NV,ClassII
NEOWISE_NS_3996,130.617729,-40.489955,Neha_Sharma,Irregular,FS
NEOWISE_NS_3997,242.700758,-51.712488,Neha_Sharma,NV,FS
NEOWISE_NS_3998,308.234839,40.35806,Neha_Sharma,NV,ClassII
NEOWISE_NS_3999,306.646201,39.416124,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_4000,168.8848,-60.463829,Neha_Sharma,NV,ClassII
NEOWISE_NS_4001,289.329378,10.503239,Neha_Sharma,NV,ClassII
NEOWISE_NS_4002,132.282072,-43.266758,Neha_Sharma,NV,ClassII
NEOWISE_NS_4003,279.479749,-1.735692,Neha_Sharma,NV,ClassII
NEOWISE_NS_4004,289.974366,11.655604,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_4005,221.497297,-60.113147,Neha_Sharma,Curved,ClassII
NEOWISE_NS_4006,272.680748,-20.940999,Neha_Sharma,NV,ClassII
NEOWISE_NS_4007,136.591687,-48.143155,Neha_Sharma,NV,FS
NEOWISE_NS_4008,261.76585,-36.645532,Neha_Sharma,NV,ClassII
NEOWISE_NS_4009,289.910699,13.7592,Neha_Sharma,NV,ClassI
NEOWISE_NS_4010,155.524016,-57.515696,Neha_Sharma,NV,ClassII
NEOWISE_NS_4011,234.732678,-54.910976,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_4012,305.598168,39.064613,Neha_Sharma,NV,ClassI
NEOWISE_NS_4013,310.267245,41.914114,Neha_Sharma,NV,ClassII
NEOWISE_NS_4014,336.815116,59.011635,Neha_Sharma,Periodic,FS
NEOWISE_NS_4015,166.836704,-60.122169,Neha_Sharma,Irregular,FS
NEOWISE_NS_4016,307.371123,39.296346,Neha_Sharma,NV,FS
NEOWISE_NS_4017,267.524355,-27.387138,Neha_Sharma,NV,ClassII
NEOWISE_NS_4018,195.753185,-63.023688,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_4019,229.836274,-58.353693,Neha_Sharma,NV,ClassII
NEOWISE_NS_4020,307.650707,41.103594,Neha_Sharma,NV,ClassII
NEOWISE_NS_4021,298.61666,26.78718,Neha_Sharma,NV,ClassII
NEOWISE_NS_4022,134.955832,-47.153698,Neha_Sharma,NV,ClassI
NEOWISE_NS_4023,294.554963,22.567849,Neha_Sharma,NV,FS
NEOWISE_NS_4024,308.063033,38.895513,Neha_Sharma,NV,ClassII
NEOWISE_NS_4025,280.317058,-3.857967,Neha_Sharma,Irregular,FS
NEOWISE_NS_4026,129.628952,-41.027817,Neha_Sharma,NV,ClassII
NEOWISE_NS_4027,133.909015,-46.745419,Neha_Sharma,NV,FS
NEOWISE_NS_4028,157.59638,-58.351364,Neha_Sharma,NV,ClassI
NEOWISE_NS_4029,212.647205,-60.468832,Neha_Sharma,NV,ClassII
NEOWISE_NS_4030,213.154516,-60.679947,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_4031,205.888969,-62.230032,Neha_Sharma,NV,ClassII
NEOWISE_NS_4032,239.16046,-54.212733,Neha_Sharma,NV,ClassII
NEOWISE_NS_4033,206.529363,-62.692809,Neha_Sharma,NV,ClassII
NEOWISE_NS_4034,217.284785,-61.389241,Neha_Sharma,NV,FS
NEOWISE_NS_4035,250.592299,-50.053607,Neha_Sharma,NV,FS
NEOWISE_NS_4036,307.677031,41.644202,Neha_Sharma,NV,ClassII
NEOWISE_NS_4037,308.158645,41.062895,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_4038,183.282219,-61.855541,Neha_Sharma,NV,ClassII
NEOWISE_NS_4039,308.951417,40.138244,Neha_Sharma,NV,ClassII
NEOWISE_NS_4040,136.535651,-48.903705,Neha_Sharma,Irregular,ClassI
NEOWISE_NS_4041,274.262647,-12.208729,Neha_Sharma,NV,ClassII
NEOWISE_NS_4042,237.519767,-54.302394,Neha_Sharma,Burst,ClassII
NEOWISE_NS_4043,307.927842,40.783374,Neha_Sharma,NV,ClassII
NEOWISE_NS_4044,253.026174,-45.081598,Neha_Sharma,NV,FS
NEOWISE_NS_4045,215.857635,-61.053925,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_4046,339.316189,58.897616,Neha_Sharma,NV,ClassII
NEOWISE_NS_4047,309.396065,40.607658,Neha_Sharma,Drop,ClassII
NEOWISE_NS_4048,284.645945,2.086276,Neha_Sharma,NV,ClassII
NEOWISE_NS_4049,294.397912,22.797396,Neha_Sharma,NV,FS
NEOWISE_NS_4050,297.970757,26.261338,Neha_Sharma,NV,ClassII
NEOWISE_NS_4051,128.903831,-40.621888,Neha_Sharma,NV,ClassII
NEOWISE_NS_4052,282.543139,1.182788,Neha_Sharma,Linear,ClassII
NEOWISE_NS_4053,307.845508,41.338205,Neha_Sharma,NV,ClassII
NEOWISE_NS_4054,264.121252,-33.009194,Neha_Sharma,NV,ClassII
NEOWISE_NS_4055,160.345841,-59.195589,Neha_Sharma,NV,ClassII
NEOWISE_NS_4056,146.327185,-52.897805,Neha_Sharma,NV,FS
NEOWISE_NS_4057,274.360588,-12.350449,Neha_Sharma,NV,ClassII
NEOWISE_NS_4058,250.428083,-47.205614,Neha_Sharma,NV,ClassII
NEOWISE_NS_4059,216.02439,-62.08971,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_4060,191.50928,-62.904954,Neha_Sharma,NV,ClassIII
NEOWISE_NS_4061,273.183654,-20.255773,Neha_Sharma,NV,ClassII
NEOWISE_NS_4062,254.065286,-40.487837,Neha_Sharma,NV,ClassII
NEOWISE_NS_4063,310.139634,41.644283,Neha_Sharma,NV,FS
NEOWISE_NS_4064,164.778819,-60.478172,Neha_Sharma,NV,ClassII
NEOWISE_NS_4065,129.35026,-39.786783,Neha_Sharma,NV,ClassI
NEOWISE_NS_4066,306.561985,40.369973,Neha_Sharma,NV,ClassII
NEOWISE_NS_4067,255.170645,-42.021896,Neha_Sharma,Irregular,FS
NEOWISE_NS_4068,228.369399,-58.896258,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_4069,267.70143,-27.324519,Neha_Sharma,NV,ClassII
NEOWISE_NS_4070,193.908901,-63.074074,Neha_Sharma,NV,FS
NEOWISE_NS_4071,134.975908,-44.002769,Neha_Sharma,NV,FS
NEOWISE_NS_4072,305.54453,39.530547,Neha_Sharma,NV,ClassII
NEOWISE_NS_4073,343.833509,59.834497,Neha_Sharma,NV,ClassII
NEOWISE_NS_4074,308.523404,41.110006,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_4075,304.285906,39.362393,Neha_Sharma,NV,ClassII
NEOWISE_NS_4076,276.2402,-13.423984,Neha_Sharma,Irregular,FS
NEOWISE_NS_4077,276.282271,-13.500318,Neha_Sharma,NV,ClassII
NEOWISE_NS_4078,125.860244,-37.577463,Neha_Sharma,Periodic,FS
NEOWISE_NS_4079,308.053946,39.212034,Neha_Sharma,NV,ClassII
NEOWISE_NS_4080,296.827672,24.186872,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_4081,242.049971,-51.695318,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_4082,307.939678,39.979355,Neha_Sharma,Irregular,FS
NEOWISE_NS_4083,307.351576,40.554321,Neha_Sharma,NV,FS
NEOWISE_NS_4084,195.405671,-62.619914,Neha_Sharma,NV,ClassII
NEOWISE_NS_4085,185.965247,-62.763546,Neha_Sharma,NV,FS
NEOWISE_NS_4086,270.147391,-23.358507,Neha_Sharma,NV,ClassII
NEOWISE_NS_4087,304.649338,40.918885,Neha_Sharma,NV,ClassII
NEOWISE_NS_4088,243.069091,-49.863307,Neha_Sharma,NV,ClassII
NEOWISE_NS_4089,136.339038,-47.188208,Neha_Sharma,NV,ClassII
NEOWISE_NS_4090,163.316453,-59.021213,Neha_Sharma,Curved,ClassI
NEOWISE_NS_4091,288.069098,12.020723,Neha_Sharma,Irregular,FS
NEOWISE_NS_4092,282.317587,-2.676359,Neha_Sharma,NV,ClassII
NEOWISE_NS_4093,271.369926,-22.448928,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_4094,260.374182,-36.121681,Neha_Sharma,NV,ClassII
NEOWISE_NS_4095,134.348503,-47.680111,Neha_Sharma,Irregular,ClassI
NEOWISE_NS_4096,309.859945,43.047043,Neha_Sharma,NV,ClassII
NEOWISE_NS_4097,137.925637,-48.625169,Neha_Sharma,Irregular,FS
NEOWISE_NS_4098,207.959856,-61.713701,Neha_Sharma,NV,ClassIII
NEOWISE_NS_4099,223.585365,-59.588906,Neha_Sharma,NV,FS
NEOWISE_NS_4100,167.139105,-61.351635,Neha_Sharma,NV,FS
NEOWISE_NS_4101,161.24732,-58.468745,Neha_Sharma,NV,ClassII
NEOWISE_NS_4102,285.131063,5.064088,Neha_Sharma,Irregular,ClassIII
NEOWISE_NS_4103,290.930227,17.07737,Neha_Sharma,NV,ClassII
NEOWISE_NS_4104,153.096696,-57.002157,Neha_Sharma,NV,ClassII
NEOWISE_NS_4105,228.627189,-58.487974,Neha_Sharma,NV,ClassII
NEOWISE_NS_4106,201.553225,-63.351235,Neha_Sharma,NV,ClassIII
NEOWISE_NS_4107,260.054415,-36.169749,Neha_Sharma,NV,ClassII
NEOWISE_NS_4108,223.109569,-59.383633,Neha_Sharma,NV,ClassI
NEOWISE_NS_4109,210.094455,-61.010515,Neha_Sharma,NV,ClassII
NEOWISE_NS_4110,332.985175,58.446234,Neha_Sharma,NV,ClassII
NEOWISE_NS_4111,240.201586,-53.191231,Neha_Sharma,NV,FS
NEOWISE_NS_4112,244.377307,-47.760814,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_4113,239.414062,-54.101246,Neha_Sharma,NV,ClassII
NEOWISE_NS_4114,129.112806,-40.602736,Neha_Sharma,NV,ClassII
NEOWISE_NS_4115,211.184364,-62.341338,Neha_Sharma,Irregular,ClassII
NEOWISE_NS_4116,161.074549,-59.921899,Neha_Sharma,NV,ClassII
NEOWISE_NS_4117,308.586398,41.551208,Neha_Sharma,NV,ClassII
NEOWISE_NS_4118,252.443301,-44.474248,Neha_Sharma,NV,ClassI
NEOWISE_NS_4119,156.53616,-57.929358,Neha_Sharma,NV,ClassII
NEOWISE_NS_4120,255.478768,-42.463255,Neha_Sharma,NV,FS
NEOWISE_NS_4121,166.069678,-61.091433,Neha_Sharma,NV,FS
NEOWISE_NS_4122,292.487484,16.147678,Neha_Sharma,Irregular,FS
NEOWISE_NS_4123,307.390103,42.793384,Neha_Sharma,NV,FS
NEOWISE_NS_4124,153.973402,-57.007121,Neha_Sharma,NV,ClassIII
NEOWISE_NS_4125,197.333678,-62.158846,Neha_Sharma,NV,ClassII
NEOWISE_NS_4126,274.696994,-13.687449,Neha_Sharma,NV,ClassII
NEOWISE_NS_4127,309.244976,42.228532,Neha_Sharma,NV,ClassII
NEOWISE_NS_4128,235.822488,-53.874538,Neha_Sharma,NV,ClassII
NEOWISE_NS_4129,130.44108,-41.555409,Neha_Sharma,NV,ClassI
NEOWISE_NS_4130,308.77381,41.051803,Neha_Sharma,NV,ClassII
NEOWISE_NS_4131,134.583116,-45.661162,Neha_Sharma,NV,FS
NEOWISE_NS_4132,212.699948,-60.636179,Neha_Sharma,NV,ClassIII
NEOWISE_NS_4133,184.644053,-63.17428,Neha_Sharma,Curved,FS
NEOWISE_NS_4134,307.304595,40.74799,Neha_Sharma,Curved,ClassII
NEOWISE_NS_4135,135.326613,-48.284944,Neha_Sharma,NV,FS
NEOWISE_NS_4136,247.149813,-49.194666,Neha_Sharma,NV,ClassII
NEOWISE_NS_4137,143.61326,-51.387912,Neha_Sharma,Irregular,ClassI
NEOWISE_NS_4138,273.706883,-17.483711,Neha_Sharma,Irregular,ClassIII
NEOWISE_NS_4139,153.676064,-57.239194,Neha_Sharma,Curved,ClassII
