Name,RA,Dec,SED_Slope,YSO_Class,LCType
J150116.30-580637.7,225.317963,-58.110456,-1.21,ClassII,Irregular
J192428.44+150951.8,291.118518,15.164436,-2.06,ClassIII,Irregular
J172607.30-353239.9,261.530576,-35.544524,-1.39,uncertain,Irregular
J202434.31+422126.4,306.142951,42.357366,-0.31,ClassII,Irregular
J125933.28-631314.8,194.88884,-63.220748,0.82,ClassI,Curved
J124212.92-615755.7,190.553833,-61.965506,0.06,FS,Irregular
J175836.01-182516.3,269.650033,-18.421205,-0.79,ClassII,Irregular
J190156.74+035728.7,285.486332,3.958004,-0.09,FS,Curved
J184437.16-025922.4,281.154836,-2.989524,-0.25,FS,Irregular
J183836.58-010801.8,279.652441,-1.133825,-0.54,ClassII,Irregular
J201832.87+404024.9,304.636975,40.673571,-0.67,ClassII,Burst
J112603.42-621115.9,171.514136,-62.187673,-1.0,ClassII,Curved
J202849.74+403832.5,307.207338,40.642408,-0.45,ClassII,Irregular
J121233.81-630342.9,183.14092,-63.06192,0.02,FS,Curved
J181542.58-183416.0,273.927474,-18.571167,-0.48,ClassII,Irregular
J180442.32-194926.5,271.176428,-19.824081,-1.45,ClassII,Irregular
J185533.30-033851.1,283.888768,-3.647516,-0.69,ClassII,Irregular
J202435.15+383416.2,306.146334,38.571227,0.24,FS,Irregular
J193823.81+215043.1,294.599307,21.845309,-0.47,ClassII,Irregular
J171542.39-374649.0,258.926715,-37.780327,-0.58,ClassII,Irregular
J155941.12-531624.7,239.921314,-53.273428,-0.8,ClassII,Irregular
J192107.48+121852.2,290.281213,12.314497,-0.33,ClassII,Irregular
J114357.20-632955.8,175.988239,-63.498815,-0.26,FS,Curved
J183459.17-055718.8,278.746534,-5.955172,-0.51,ClassII,Irregular
J222153.45+584312.3,335.473033,58.720107,-1.76,ClassIII,Irregular
J172410.45-351913.1,261.043561,-35.320238,-0.82,ClassII,Drop
J175302.79-313359.9,268.261611,-31.566674,-0.12,FS,Irregular
J230521.12+601854.8,346.337988,60.315209,-1.16,ClassII,Irregular
J091549.17-505653.7,138.954692,-50.948316,1.81,ClassI,Linear
J192451.57+152656.5,291.215054,15.449072,-0.59,ClassII,Irregular
J085950.79-435016.8,134.961633,-43.838053,-1.38,ClassII,Irregular
J185757.93+051706.7,284.491411,5.285239,0.17,FS,Irregular
J193041.63+182612.2,292.673617,18.436643,-1.07,ClassII,Irregular
J203046.45+382906.7,307.693616,38.485216,-2.07,ClassIII,Irregular
J100011.60-561510.5,150.048346,-56.252944,-1.95,ClassIII,Drop
J202750.85+394122.6,306.961925,39.689611,-0.29,FS,Irregular
J192253.22+144124.5,290.721853,14.690107,-0.29,FS,Irregular
J175734.81-281111.3,269.394996,-28.186475,-1.36,ClassII,Irregular
J083921.77-402438.5,129.840734,-40.410719,-0.6,ClassII,Irregular
J124919.03-633934.3,192.329422,-63.659579,-1.23,ClassII,Irregular
J091127.22-483154.8,137.863471,-48.531911,0.57,ClassI,Irregular
J201651.54+390011.5,304.214849,39.003296,0.85,ClassI,Irregular
J162121.68-492923.5,245.340335,-49.489755,0.24,FS,Curved
J173106.24-314328.1,262.775999,-31.724501,-0.43,ClassII,Irregular
J203023.60+424648.3,307.598357,42.78012,-0.03,FS,Irregular
J085820.65-432715.1,134.586044,-43.454286,-1.05,ClassII,Curved
J165831.24-402743.7,254.630178,-40.462116,-0.47,ClassII,Periodic
J192957.90+171942.6,292.491371,17.328484,0.64,ClassI,Irregular
J191913.94+115850.5,289.808191,11.980629,-1.25,ClassII,Irregular
J222853.82+593700.6,337.224309,59.616817,0.04,FS,Irregular
J162800.36-492214.9,247.001464,-49.370757,-0.71,ClassII,Irregular
J085818.03-433121.4,134.575139,-43.522642,-0.46,ClassII,Irregular
J174502.36-245533.9,266.25982,-24.925988,-1.8,ClassIII,Irregular
J164835.27-450708.7,252.147062,-45.119149,-1.5,ClassII,Irregular
J132705.07-625715.5,201.771356,-62.954326,-0.68,ClassII,Curved
J224610.03+620552.0,341.541837,62.097785,-0.33,ClassII,Irregular
J123831.46-623433.3,189.631216,-62.575963,-1.69,ClassIII,Curved
J084447.76-410657.9,131.19904,-41.116105,0.63,ClassI,Irregular
J083720.33-403823.8,129.33472,-40.639975,-1.72,ClassIII,Drop
J090331.50-475144.8,135.881331,-47.862589,0.6,ClassI,Irregular
J202432.15+383339.5,306.133666,38.561198,0.21,FS,Irregular
J132701.27-620330.4,201.755483,-62.058448,0.17,FS,Irregular
J193327.44+203624.8,293.364464,20.607046,-0.14,FS,Irregular
J202755.77+405442.9,306.982486,40.91196,-0.52,ClassII,Irregular
J174925.63-254852.3,267.356842,-25.814538,-1.3,ClassII,Curved
J102922.16-571649.1,157.342381,-57.280393,1.03,ClassI,Drop
J131333.24-623743.3,198.38824,-62.628887,-0.79,ClassII,Irregular
J160840.46-513010.2,242.168631,-51.502745,-0.87,ClassII,Curved
J193010.62+165747.5,292.54431,16.963131,0.36,ClassI,Irregular
J100708.45-565835.0,151.785176,-56.976356,0.02,FS,Irregular
J172814.75-321642.4,262.061459,-32.278499,-0.41,ClassII,Irregular
J194933.79+264622.4,297.390915,26.772911,-0.57,ClassII,Irregular
J183425.51-091449.9,278.606484,-9.247168,-0.77,ClassII,Curved
J162212.16-495720.0,245.551005,-49.955338,1.76,ClassI,Irregular
J203832.01+420629.8,309.633486,42.108245,-0.11,FS,Curved
J201635.30+414743.5,304.147125,41.79543,-1.36,ClassII,Irregular
J102625.30-574234.5,156.605409,-57.70952,-0.79,ClassII,Curved
J202808.78+410341.4,307.036982,41.061441,0.39,ClassI,Irregular
J085323.34-430718.9,133.347222,-43.12199,0.45,ClassI,Irregular
J182223.85-142645.3,275.599479,-14.445885,-1.19,ClassII,Periodic
J182931.44-121014.5,277.381058,-12.170658,0.27,FS,Irregular
J095945.07-562222.6,149.937385,-56.373037,-1.39,ClassII,Curved
J203850.55+412013.7,309.710661,41.337171,0.01,FS,Irregular
J181725.08-151439.3,274.354566,-15.244226,0.17,FS,Irregular
J111357.50-615026.9,168.489439,-61.840683,-1.09,ClassII,Drop
J203944.23+420241.5,309.934361,42.044884,-0.03,FS,Irregular
J132543.47-621438.0,201.431162,-62.243904,-1.77,uncertain,Periodic
J193336.06+175144.7,293.400279,17.862447,1.64,ClassI,Irregular
J193952.84+225252.7,294.97027,22.881312,-0.66,ClassII,Irregular
J194330.54+235723.6,295.877344,23.956584,-0.08,FS,Irregular
J185817.26+013940.5,284.571893,1.661274,0.12,FS,Irregular
J103527.42-595658.2,158.86415,-59.949464,0.48,ClassI,Curved
J113401.22-623508.5,173.504979,-62.585717,0.08,FS,Irregular
J090339.95-480114.2,135.916557,-48.020671,1.26,ClassI,Irregular
J140540.76-604525.1,211.419724,-60.756873,-0.52,ClassII,Irregular
J091306.79-495117.9,138.27848,-49.854999,0.98,ClassI,Irregular
J091031.15-481809.5,137.6297,-48.302759,0.01,FS,Curved
J084927.78-412925.9,132.365823,-41.49059,0.04,FS,Irregular
J182002.75-134823.8,275.011262,-13.806598,0.27,FS,Irregular
J085015.78-433550.1,132.565796,-43.597337,-0.56,ClassII,Drop
J155556.84-534942.9,238.986861,-53.828544,-0.84,ClassII,Irregular
J171753.76-352451.6,259.473915,-35.414303,-0.04,FS,Irregular
J172227.85-350618.1,260.616092,-35.105052,-1.34,ClassII,Irregular
J190605.37+065852.7,286.52246,6.981309,-0.8,ClassII,Irregular
J103219.13-573528.0,158.07968,-57.591133,0.12,FS,Irregular
J094648.90-544743.8,146.703815,-54.795467,-0.11,FS,Irregular
J094552.37-532156.6,146.468216,-53.36577,-0.2,FS,Irregular
J091617.06-504542.2,139.070699,-50.761707,-0.59,ClassII,Irregular
J090303.49-483133.9,135.764608,-48.526091,-0.71,ClassII,Curved
J201819.74+405527.4,304.582317,40.924295,-0.8,ClassII,Irregular
J164015.32-465732.0,250.063816,-46.959159,0.01,FS,Periodic
J182823.83-114737.9,277.099419,-11.794012,0.23,FS,Irregular
J105636.49-602625.6,164.151671,-60.440681,1.28,ClassI,Curved
J192745.52+180639.6,291.939959,18.110889,-0.86,ClassII,Irregular
J203321.36+401931.9,308.339039,40.325564,-1.29,ClassII,Irregular
J175821.73-185538.0,269.590572,-18.927242,-1.23,ClassII,Irregular
J223219.95+581802.5,338.083215,58.300674,0.58,ClassI,Irregular
J182906.08-114049.9,277.275331,-11.680564,-0.8,ClassII,Irregular
J182105.11-163327.0,275.27135,-16.557556,-1.63,ClassIII,Periodic
J185810.05+013410.5,284.541888,1.569745,1.54,ClassI,Irregular
J184457.89-023911.9,281.241165,-2.653313,0.06,FS,Irregular
J195000.89+272416.3,297.503799,27.404555,0.22,FS,Irregular
J094615.48-543946.5,146.564628,-54.662794,0.77,ClassI,Irregular
J191208.96+095732.1,288.037324,9.95886,-0.15,FS,Irregular
J175705.21-251513.2,269.271688,-25.253738,-0.36,ClassII,Irregular
J164142.15-472658.6,250.425612,-47.449543,-1.37,ClassII,Irregular
J195012.61+263027.1,297.552624,26.507717,0.42,ClassI,Irregular
J191637.39+120557.1,289.156026,12.099277,-0.46,ClassII,Curved
J183303.29-083004.1,278.263814,-8.501255,-0.36,ClassII,Irregular
J203911.59+415916.2,309.797973,41.987807,-0.57,ClassII,Irregular
J094320.95-542331.8,145.837312,-54.392157,-0.61,ClassII,Irregular
J202152.14+411825.9,305.467294,41.307242,-0.99,ClassII,Irregular
J083858.85-402324.4,129.745143,-40.390165,0.18,FS,Irregular
J184702.54-083130.6,281.760641,-8.525157,0.14,FS,Irregular
J181729.56-170559.3,274.373238,-17.099776,-1.21,ClassII,Irregular
J174311.87-302446.3,265.799505,-30.412883,-0.37,ClassII,Irregular
J181500.70-122658.7,273.75298,-12.44964,-0.34,ClassII,Irregular
J171144.92-382102.8,257.937203,-38.350759,-0.43,ClassII,Irregular
J161302.65-510929.4,243.261012,-51.158088,-0.16,FS,Irregular
J202201.11+393524.7,305.504688,39.59025,-0.22,FS,Irregular
J181929.10-150250.3,274.871305,-15.047288,-0.67,ClassII,Curved
J170352.68-423720.3,255.969571,-42.622349,-1.21,ClassII,Irregular
J184647.62-023657.2,281.698306,-2.615864,-1.02,ClassII,Irregular
J171749.24-360936.1,259.454977,-36.160132,-0.08,FS,Irregular
J181453.59-175313.6,273.723393,-17.887164,-0.19,FS,Irregular
J143558.32-594014.9,218.992953,-59.670724,-1.07,ClassII,Irregular
J141416.83-614243.5,213.570317,-61.711922,-0.01,FS,Irregular
J111103.58-602251.1,167.76497,-60.380851,0.68,ClassI,Irregular
J190537.43+070535.9,286.406063,7.093261,-1.37,ClassII,Drop
J155230.79-543644.2,238.128271,-54.612296,-0.98,ClassII,Irregular
J155943.53-541139.1,239.931339,-54.194149,-1.09,ClassII,Irregular
J163859.38-502118.3,249.747448,-50.355062,-0.74,ClassII,Irregular
J222051.33+584714.0,335.213747,58.787076,-0.49,ClassII,Irregular
J202421.81+422554.1,306.090924,42.431724,-1.11,ClassII,Irregular
J182205.00-153807.7,275.520944,-15.635458,-0.85,ClassII,Curved
J085310.49-434601.3,133.293734,-43.767076,0.72,ClassI,Linear
J184621.12-023255.1,281.587995,-2.548633,-1.05,ClassII,Irregular
J201859.19+392442.0,304.74667,39.411848,-0.23,FS,Irregular
J100729.13-562720.2,151.871276,-56.455592,-0.77,ClassII,Irregular
J192516.93+144629.6,291.32062,14.774862,-0.12,FS,Irregular
J134507.31-623949.5,206.280645,-62.663536,-0.13,FS,Irregular
J175916.82-255207.0,269.820174,-25.86875,-1.76,ClassIII,Irregular
J181828.95-164249.0,274.620717,-16.713608,-0.73,ClassII,Periodic
J085233.20-421632.3,133.138417,-42.27566,0.46,ClassI,Irregular
J192710.84+165521.8,291.79525,16.922736,-0.78,ClassII,Irregular
J192736.02+174708.0,291.9001,17.78552,1.1,ClassI,Irregular
J110415.89-610518.2,166.066516,-61.088444,1.34,ClassI,Linear
J103327.60-585313.1,158.365023,-58.886978,-0.0,FS,Irregular
J160959.22-515854.4,242.496876,-51.98163,-0.13,FS,Irregular
J185947.19+044344.5,284.946824,4.72912,-0.01,FS,Irregular
J091310.01-495016.3,138.291715,-49.837893,-0.38,ClassII,Irregular
J091318.99-483258.7,138.32915,-48.549672,-0.22,FS,Irregular
J154829.87-542352.0,237.124278,-54.397606,1.13,ClassI,Irregular
J103826.75-581925.8,159.611463,-58.323967,0.33,ClassI,Irregular
J155643.52-523729.1,239.181222,-52.624616,-0.53,ClassII,Linear
J193730.09+215410.7,294.375443,21.903011,-0.61,ClassII,Irregular
J101213.55-573858.0,153.056676,-57.649192,0.88,ClassI,Irregular
J185031.89+010636.7,282.632814,1.110279,-0.69,ClassII,Curved
J113754.38-630335.2,174.476271,-63.059819,0.08,FS,Linear
J103228.89-585302.4,158.12046,-58.884142,-1.4,ClassII,Irregular
J202332.97+381420.0,305.887404,38.238884,0.3,FS,Irregular
J090419.76-485223.5,136.082354,-48.873229,-0.4,ClassII,Irregular
J152044.68-562632.3,230.186137,-56.442206,-1.05,ClassII,Irregular
J110738.41-603711.0,166.910218,-60.619851,-0.22,FS,Irregular
J185915.81+025319.7,284.81587,2.888827,-0.97,ClassII,Irregular
J191408.20+091234.8,288.5343,9.209679,-0.9,ClassII,Curved
J203110.22+402451.6,307.792677,40.414346,-0.08,FS,Irregular
J192405.26+153934.4,291.022102,15.659679,-2.07,ClassIII,Drop
J165342.39-453338.7,253.426741,-45.56083,1.13,ClassI,Curved
J203100.94+393001.6,307.753938,39.50047,-1.27,ClassII,Irregular
J134058.29-614650.6,205.242877,-61.780714,0.1,FS,Irregular
J224712.22+620143.2,341.800973,62.02869,0.54,ClassI,Irregular
J181617.02-165700.6,274.071063,-16.950105,-0.72,ClassII,Irregular
J203040.79+395937.8,307.670023,39.993861,-0.67,ClassII,Irregular
J222437.46+585212.8,336.156204,58.870259,-0.45,ClassII,Irregular
J164957.29-443855.9,252.488782,-44.648951,-2.06,ClassIII,Irregular
J202728.35+404237.3,306.868313,40.710386,-0.51,ClassII,Irregular
J114435.72-624007.6,176.148402,-62.668912,-0.23,FS,Curved
J130758.17-632718.6,196.992474,-63.455209,-1.81,ClassIII,Linear
J090429.57-484126.7,136.123241,-48.690836,0.33,ClassI,Irregular
J122147.41-623440.5,185.447661,-62.577939,0.16,FS,Irregular
J184753.25-021320.3,281.971776,-2.222208,-0.94,ClassII,Irregular
J084842.24-424640.4,132.176082,-42.777918,0.26,FS,Irregular
J085924.72-473829.0,134.853061,-47.641398,-0.93,ClassII,Irregular
J124708.61-633629.4,191.785924,-63.608357,1.19,ClassI,Irregular
J202618.89+391955.3,306.578705,39.332054,-0.18,FS,Irregular
J181353.03-203237.7,273.470886,-20.544075,-0.6,ClassII,Irregular
J171516.57-362828.5,258.819046,-36.474592,0.13,FS,Irregular
J204013.91+413148.9,310.057955,41.530312,0.27,FS,Irregular
J192610.65+160904.8,291.544469,16.151363,-0.18,FS,Linear
J145446.38-600035.7,223.693481,-60.009796,0.11,FS,Irregular
J202105.54+390048.9,305.273129,39.013651,-0.78,ClassII,Irregular
J112451.96-610252.6,171.216339,-61.047985,0.71,ClassI,Linear
J180845.70-233835.0,272.190441,-23.643073,-0.14,FS,Irregular
J192552.37+153415.5,291.468348,15.570839,-0.5,ClassII,Irregular
J170135.91-452528.5,255.399622,-45.424617,-0.93,ClassII,Irregular
J172736.38-323958.8,261.90149,-32.666416,-1.34,ClassII,Irregular
J085804.05-473924.2,134.516805,-47.65675,-1.2,ClassII,Linear
J225110.86+594856.0,342.795125,59.815509,0.51,ClassI,Irregular
J222730.86+575509.5,336.878563,57.919309,-0.24,FS,Irregular
J110336.44-613016.2,165.901807,-61.504478,-0.73,ClassII,Periodic
J172233.37-345746.1,260.639119,-34.962848,-0.88,ClassII,Irregular
J182228.04-142544.1,275.616888,-14.428996,-0.22,FS,Irregular
J152117.82-561846.4,230.324251,-56.31306,-0.46,ClassII,Curved
J134843.38-624735.6,207.180795,-62.793167,0.04,FS,Irregular
J181919.75-132837.2,274.832362,-13.477052,-0.88,ClassII,Irregular
J180557.73-193634.9,271.490635,-19.609786,-0.56,ClassII,Irregular
J090329.63-470117.7,135.873504,-47.021608,-0.46,ClassII,Irregular
J100524.45-565650.8,151.351883,-56.94742,0.46,ClassI,Linear
J111521.68-612703.3,168.840167,-61.450877,-0.83,ClassII,Irregular
J182148.93-152430.1,275.453901,-15.408383,-1.28,ClassII,Irregular
J140422.17-611927.9,211.092535,-61.324279,0.74,ClassI,Irregular
J170045.46-421903.5,255.189488,-42.317756,-0.62,ClassII,Drop
J100721.95-572337.8,151.841669,-57.393859,-1.44,ClassII,Irregular
J112751.42-620859.8,171.964205,-62.149958,-0.14,FS,Irregular
J173034.39-344041.9,262.643243,-34.678296,-1.2,ClassII,Irregular
J221019.28+582424.2,332.580483,58.406794,-0.1,FS,Irregular
J184639.29-010830.3,281.663697,-1.141758,-1.13,ClassII,Irregular
J123415.94-614954.2,188.566458,-61.831818,-0.08,FS,Irregular
J192825.68+160900.1,292.107095,16.150033,0.63,ClassI,Irregular
J193646.47+211252.3,294.19367,21.214556,-1.19,ClassII,Irregular
J123824.77-622518.6,189.603488,-62.421854,-0.98,ClassII,Irregular
J133241.09-624604.5,203.171245,-62.767952,0.03,FS,Irregular
J122101.97-632738.5,185.258289,-63.461012,-0.64,ClassII,Irregular
J085516.68-435734.6,133.819574,-43.959575,-1.44,ClassII,Curved
J202901.31+403121.5,307.255565,40.522669,0.37,ClassI,Irregular
J132223.70-622522.2,200.598807,-62.422844,-0.13,FS,Irregular
J180635.53-193710.7,271.648227,-19.619592,-0.89,ClassII,Irregular
J113443.87-622157.8,173.682439,-62.366289,0.46,ClassI,Burst
J142044.28-601127.3,215.184535,-60.190889,0.26,FS,Drop
J202208.56+374201.0,305.535709,37.70029,-1.86,ClassIII,Burst
J181707.77-120023.2,274.282375,-12.006383,0.98,ClassI,Periodic
J084651.55-431904.3,131.714861,-43.317917,-0.76,ClassII,Irregular
J141753.39-610348.0,214.472543,-61.06329,0.11,FS,Irregular
J182234.96-143031.1,275.645731,-14.50873,-1.64,ClassIII,Irregular
J083906.80-411105.2,129.778506,-41.184875,-1.12,ClassII,Curved
J135128.64-614454.5,207.869385,-61.748406,-0.98,ClassII,Irregular
J204502.35+430520.6,311.259844,43.089083,-0.45,ClassII,Irregular
J105508.02-603649.1,163.783101,-60.613475,0.18,FS,Irregular
J192850.72+175456.2,292.211351,17.915636,-0.6,ClassII,Irregular
J165834.30-425647.0,254.642899,-42.946473,-1.46,ClassII,Irregular
J161108.16-512159.7,242.78396,-51.366582,0.01,FS,Irregular
J203812.79+422358.5,309.553358,42.399586,-1.45,ClassII,Irregular
J172136.43-353434.9,260.401753,-35.576367,-0.68,ClassII,Irregular
J172729.75-303146.4,261.87399,-30.529527,-1.17,ClassII,Irregular
J204413.52+424542.7,311.056361,42.7619,0.34,ClassI,Burst
J093359.49-512600.3,143.497948,-51.433413,-0.0,FS,Irregular
J122907.80-625252.1,187.283016,-62.881183,-1.85,ClassIII,Curved
J175840.16-305721.4,269.667361,-30.955978,-1.48,ClassII,Curved
J102054.81-580035.3,155.228146,-58.009676,0.14,FS,Curved
J155739.94-532336.3,239.416426,-53.393408,-0.86,ClassII,Irregular
J171935.95-390123.2,259.900031,-39.023156,-0.03,FS,Irregular
J090058.08-462347.6,135.242352,-46.396577,-1.57,ClassII,Irregular
J202703.44+391021.8,306.764326,39.172739,-0.94,ClassII,Irregular
J103900.42-590419.8,159.751829,-59.072168,0.25,FS,Burst
J160030.62-532625.8,240.127588,-53.440407,-1.17,ClassII,Curved
J193829.67+225805.1,294.623423,22.968275,0.05,FS,Irregular
J202506.69+392822.0,306.277925,39.472785,0.23,FS,Irregular
J102233.60-571811.6,155.63999,-57.30327,0.43,ClassI,Irregular
J191703.81+115104.3,289.265956,11.851159,-0.57,ClassII,Irregular
J193457.27+203017.4,293.738708,20.504835,-1.05,ClassII,Irregular
J091424.21-493002.0,138.600743,-49.500589,-0.24,FS,Curved
J194231.23+230407.8,295.630191,23.068891,-0.86,ClassII,Irregular
J144549.61-603229.2,221.456588,-60.541423,-0.22,FS,Irregular
J111021.68-595658.5,167.590191,-59.949605,-0.2,FS,Burst
J172137.46-380023.9,260.406092,-38.006634,-0.84,ClassII,Irregular
J173826.78-333910.1,264.61168,-33.65285,0.05,FS,Irregular
J195252.25+272129.4,298.217847,27.35817,0.19,FS,Irregular
J202906.60+411903.4,307.277533,41.317645,-0.01,FS,Irregular
J152633.13-562500.6,231.638625,-56.416906,0.12,FS,Irregular
J175839.19-260501.0,269.663358,-26.083668,0.25,FS,Irregular
J204121.78+393340.3,310.34082,39.561221,-1.12,ClassII,Irregular
J090026.17-435922.5,135.109063,-43.989633,-0.9,ClassII,Irregular
J190734.50+052902.2,286.893745,5.483995,-0.41,ClassII,Irregular
J172845.91-361640.5,262.191393,-36.277966,-2.14,ClassIII,Irregular
J122845.03-630029.1,187.187718,-63.008208,-0.68,ClassII,Irregular
J105505.88-595138.5,163.774494,-59.860678,0.83,ClassI,Irregular
J163723.69-474142.9,249.348722,-47.695225,-0.06,FS,Irregular
J091000.94-481836.1,137.503897,-48.310092,0.15,FS,Irregular
J170030.23-413456.6,255.126067,-41.582421,-0.68,ClassII,Irregular
J174315.13-333410.0,265.813059,-33.569424,-1.42,ClassII,Irregular
J194638.22+250026.3,296.659329,25.007304,-0.12,FS,Irregular
J160149.86-505907.9,240.457743,-50.985526,-0.66,ClassII,Irregular
J185845.30+015021.7,284.688741,1.839354,-1.13,ClassII,Linear
J204246.43+411112.4,310.693525,41.186722,-1.72,ClassIII,Curved
J193953.10+214829.3,294.9712,21.808206,-0.43,ClassII,Irregular
J155844.83-530636.1,239.686621,-53.10993,-0.61,ClassII,Irregular
J084411.97-411812.6,131.049949,-41.303542,1.45,ClassI,Curved
J151308.78-581219.7,228.286499,-58.205384,-0.04,FS,Irregular
J174928.87-311823.6,267.370236,-31.306657,-0.74,ClassII,Irregular
J202917.03+393048.9,307.320959,39.51363,0.41,ClassI,Irregular
J134625.04-624611.6,206.604427,-62.769876,-0.43,ClassII,Curved
J084924.75-413025.2,132.353087,-41.507009,-1.25,ClassII,Irregular
J180116.62-195748.0,270.319254,-19.963288,-0.06,FS,Irregular
J140253.24-621101.4,210.721882,-62.183685,-0.32,ClassII,Irregular
J095831.45-563500.4,149.631046,-56.583478,0.05,FS,Irregular
J145305.58-592556.4,223.273291,-59.432274,-0.27,FS,Irregular
J130121.23-621748.2,195.33805,-62.296638,-0.69,ClassII,Irregular
J085031.43-443244.7,132.631022,-44.545852,0.43,ClassI,Burst
J165914.21-404652.0,254.809444,-40.781217,-0.64,ClassII,Irregular
J161532.65-515216.4,243.886048,-51.87116,-0.78,ClassII,Irregular
J182849.92-133145.8,277.208052,-13.529373,-0.79,ClassII,Irregular
J181008.78-212714.2,272.536596,-21.453756,-0.24,FS,Irregular
J202159.26+391304.2,305.496945,39.21792,-0.93,ClassII,Irregular
J085022.79-442704.3,132.594964,-44.451273,-0.36,ClassII,Irregular
J103309.51-584905.3,158.289731,-58.818246,-0.94,ClassII,Irregular
J203729.86+402318.1,309.374636,40.388298,-0.44,ClassII,Irregular
J225447.71+595321.0,343.69872,59.889191,-1.08,ClassII,Irregular
J090732.20-480633.3,136.884152,-48.109295,1.07,ClassI,Irregular
J203030.17+385234.6,307.62568,38.876289,-0.31,ClassII,Irregular
J181537.73-175126.7,273.907283,-17.857404,-1.13,ClassII,Irregular
J090456.45-485618.2,136.235278,-48.938417,-0.19,FS,Irregular
J180947.30-193639.0,272.447148,-19.610876,-1.51,ClassII,Irregular
J172818.48-322317.1,262.077082,-32.387977,-0.08,FS,Irregular
J124139.72-614203.3,190.41523,-61.70084,-1.32,ClassII,Curved
J165705.15-401657.8,254.271466,-40.28268,-1.1,ClassII,Irregular
J165047.75-460909.4,252.699055,-46.152697,-0.59,ClassII,Irregular
J183501.80-074857.0,278.757537,-7.815692,-1.45,ClassII,Irregular
J202113.90+385948.5,305.308144,38.996811,-1.42,ClassII,Burst
J204308.24+415911.5,310.784348,41.986553,-1.21,ClassII,Irregular
J123913.82-622043.3,189.808167,-62.34533,-1.51,ClassII,Curved
J162756.87-471944.6,246.986962,-47.329024,-0.33,ClassII,Irregular
J224725.64+590537.7,341.856984,59.093791,0.33,ClassI,Curved
J203134.53+410540.7,307.893912,41.094674,-0.25,FS,Drop
J203659.05+393818.3,309.246046,39.638432,0.63,ClassI,Irregular
J160430.97-525219.4,241.129057,-52.871959,-0.45,ClassII,Irregular
J163108.51-501754.0,247.785646,-50.298322,0.01,FS,Irregular
J203731.13+402404.5,309.379758,40.401278,-1.82,ClassIII,Irregular
J085548.43-462244.2,133.951821,-46.378983,-0.12,FS,Irregular
J172746.90-374532.7,261.945444,-37.759112,-1.33,ClassII,Irregular
J172218.18-373218.2,260.575818,-37.538362,-1.14,ClassII,Irregular
J085537.01-432837.7,133.904279,-43.477125,-0.18,FS,Irregular
J150832.85-581738.5,227.136806,-58.293977,-0.59,ClassII,Linear
J094707.01-544310.9,146.779216,-54.719684,-1.0,ClassII,Irregular
J085045.04-420634.8,132.687729,-42.109688,-0.0,FS,Irregular
J114347.55-624956.6,175.948247,-62.832487,-1.57,ClassII,Irregular
J193649.16+195518.6,294.204917,19.92185,-0.87,ClassII,Irregular
J194948.14+270111.0,297.450654,27.019709,-1.39,ClassII,Irregular
J155511.10-543314.9,238.796344,-54.554004,-1.4,ClassII,Burst
J131956.76-631518.6,199.9866,-63.255127,-1.2,ClassII,Periodic
J183509.44-080403.7,278.789436,-8.067723,-0.21,FS,Irregular
J203520.66+394031.6,308.836123,39.675552,0.15,FS,Irregular
J172601.15-314456.5,261.504846,-31.74903,-1.29,ClassII,Irregular
J181445.73-172319.5,273.690684,-17.388774,-0.05,FS,Irregular
J102219.49-564555.6,155.581169,-56.765439,-0.34,ClassII,Irregular
J192304.61+143137.5,290.769146,14.52711,-0.57,ClassII,Burst
J132106.17-632444.8,200.275797,-63.412516,0.27,FS,Irregular
J085947.40-435643.3,134.947518,-43.945396,-0.99,ClassII,Irregular
J130216.63-632717.7,195.56931,-63.455199,-1.84,ClassIII,Drop
J155906.03-521043.4,239.77513,-52.178492,0.07,FS,Irregular
J181714.17-141717.1,274.309185,-14.288093,-0.21,FS,Irregular
J193213.18+182114.7,293.054959,18.354066,-1.35,ClassII,Irregular
J224508.11+591122.9,341.283743,59.189694,-0.12,FS,Irregular
J202403.15+375004.5,306.013184,37.83459,-0.35,ClassII,Irregular
J085939.99-462754.7,134.916472,-46.465256,1.36,ClassI,Irregular
J180646.20-240833.3,271.692553,-24.142586,-0.61,ClassII,Periodic
J203503.16+401334.1,308.763318,40.226156,-0.85,ClassII,Irregular
J160150.40-515608.0,240.460026,-51.935456,-1.02,ClassII,Irregular
J203625.95+420909.1,309.107884,42.152419,-0.15,FS,Irregular
J085644.01-444933.1,134.183387,-44.825895,-0.27,FS,Irregular
J084846.53-433743.8,132.193927,-43.628902,-0.56,ClassII,Irregular
J085445.95-461456.2,133.691492,-46.24897,-0.27,FS,Irregular
J172923.30-315013.3,262.347153,-31.837039,-1.32,ClassII,Irregular
J195158.46+260625.4,297.993753,26.10726,0.02,FS,Irregular
J174318.49-242251.3,265.827122,-24.380987,-0.81,ClassII,Irregular
J105205.79-602438.2,163.024131,-60.410627,0.01,FS,Irregular
J202533.24+395234.9,306.388443,39.876312,-1.57,ClassII,Irregular
J203147.13+401857.2,307.946517,40.315912,-0.19,FS,Irregular
J162900.72-483706.1,247.25305,-48.618275,-0.93,ClassII,Irregular
J171703.98-380615.3,259.266634,-38.104313,-0.64,ClassII,Irregular
J155513.57-542033.2,238.806571,-54.3425,-0.45,ClassII,Irregular
